chrom,start,end,name,score,strand
chr1,236817633,236819734,RPSAP21,.,+
chr1,236979338,236981439,RPL35P1,.,+
chr1,237002440,237004541,MT1HL1,.,-
chr1,237011372,237013473,ENSG00000288099,.,+
chr1,237040183,237042284,RYR2,.,+
chr1,237118806,237120907,RN7SKP195,.,+
chr1,237469118,237471219,MIR4428,.,+
chr1,237553170,237555271,ENSG00000252290,.,-
chr1,237812958,237815059,ENSG00000289628,.,+
chr1,237860174,237862275,ENSG00000237250,.,+
chr1,237888921,237891022,ZP4,.,-
chr1,237924830,237926931,ENSG00000243781,.,+
chr1,237939060,237941161,MTCO1P38,.,-
chr1,237940491,237942592,ENSG00000283166,.,-
chr1,237941652,237943753,ENSG00000283377,.,-
chr1,237947142,237949243,MTCYBP15,.,-
chr1,237947213,237949314,MTND6P15,.,+
chr1,237949535,237951636,MTND5P18,.,-
chr1,238106566,238108667,YWHAQP9,.,-
chr1,238236942,238239043,ENSG00000234464,.,+
chr1,238266594,238268695,ENSG00000232989,.,-
chr1,238323787,238325888,RNU6-725P,.,-
chr1,238483444,238485545,ENSG00000231877,.,+
chr1,238484059,238486160,LINC01139,.,-
chr1,238489357,238491458,KRT18P32,.,+
chr1,238777199,238779300,MIPEPP2,.,-
chr1,238840766,238842867,ENSG00000287177,.,+
chr1,239050902,239053003,ENSG00000227854,.,-
chr1,239203137,239205238,ENSG00000287589,.,+
chr1,239248817,239250918,ENSG00000259776,.,-
chr1,239384564,239386665,CHRM3,.,+
chr1,239768129,239770230,CHRM3-AS2,.,-
chr1,239897871,239899972,CHRM3-AS1,.,-
chr1,239914954,239917055,ENSG00000231979,.,-
chr1,239970786,239972887,ENSG00000215805,.,+
chr1,240005523,240007624,ENSG00000287102,.,+
chr1,240010645,240012746,RPS7P5,.,+
chr1,240012347,240014448,FMN2,.,+
chr1,240143388,240145489,ENSG00000228818,.,-
chr1,240152771,240154872,Y_RNA,.,-
chr1,240168154,240170255,ADH5P3,.,+
chr1,240177643,240179744,ENSG00000233735,.,-
chr1,240339384,240341485,Y_RNA,.,+
chr1,240399122,240401223,ENSG00000233519,.,-
chr1,240528451,240530552,ENSG00000224359,.,+
chr1,240548377,240550478,ENSG00000226014,.,-
chr1,240588747,240590848,ENSG00000231440,.,-
chr1,240610154,240612255,GREM2,.,-
chr1,240635051,240637152,ENSG00000228844,.,-
chr1,240651366,240653467,RNU5F-8P,.,+
chr1,240652240,240654341,ENSG00000234872,.,+
chr1,240696319,240698420,Y_RNA,.,+
chr1,240741903,240744004,ENSG00000230015,.,-
chr1,240761333,240763434,ENSG00000226919,.,+
chr1,240769533,240771634,THAP12P8,.,-
chr1,240821432,240823533,RFKP1,.,-
chr1,240917652,240919753,HNRNPA1P42,.,+
chr1,240996793,240998894,ENSG00000238085,.,-
chr1,241130271,241132372,MIR3123,.,+
chr1,241303881,241305982,ENSG00000224348,.,-
chr1,241355342,241357443,ENSG00000286496,.,+
chr1,241355373,241357474,RGS7,.,-
chr1,241411715,241413816,ENSG00000287516,.,+
chr1,241482994,241485095,ENSG00000287738,.,-
chr1,241517798,241519899,FH,.,-
chr1,241530133,241532234,KMO,.,+
chr1,241638368,241640469,CHML,.,-
chr1,241638554,241640655,ENSG00000287513,.,+
chr1,241650277,241652378,WDR64,.,+
chr1,241675375,241677476,OPN3,.,-
chr1,241829934,241832035,RPL6P3,.,+
chr1,241845966,241848067,EXO1,.,+
chr1,241846127,241848228,ENSG00000288723,.,-
chr1,241914122,241916223,RPL23AP20,.,+
chr1,241955766,241957867,BECN2,.,+
chr1,241991184,241993285,CFL1P4,.,+
chr1,241997097,241999198,MAP1LC3C,.,-
chr1,242055084,242057185,TUBB8P6,.,+
chr1,242060594,242062695,ENSG00000277099,.,-
chr1,242145229,242147330,ENSG00000272865,.,+
chr1,242186788,242188889,RN7SKP12,.,-
chr1,242201554,242203655,ENSG00000224525,.,+
chr1,242343557,242345658,ENSG00000226750,.,+
chr1,242363188,242365289,RPL10AP5,.,+
chr1,242375431,242377532,ENSG00000213690,.,-
chr1,242522696,242524797,PLD5,.,-
chr1,242669139,242671240,ENSG00000270859,.,+
chr1,242770619,242772720,RSL24D1P4,.,+
chr1,242881474,242883575,ENSG00000270818,.,-
chr1,242888246,242890347,ENSG00000277704,.,+
chr1,242973004,242975105,ENSG00000230199,.,+
chr1,243005467,243007568,ENSG00000234116,.,-
chr1,243047781,243049882,CICP21,.,+
chr1,243050251,243052352,SEPTIN14P21,.,-
chr1,243054393,243056494,ENSG00000253326,.,-
chr1,243079258,243081359,RNU6-747P,.,-
chr1,243099743,243101844,LINC01347,.,-
chr1,243133897,243135998,ENSG00000227230,.,+
chr1,243162637,243164738,ENSG00000232085,.,+
chr1,243253347,243255448,CEP170,.,-
chr1,243254033,243256134,SDCCAG8,.,+
chr1,243266118,243268219,FCF1P7,.,-
chr1,243344175,243346276,MIR4677,.,+
chr1,243543531,243545632,ENSG00000236031,.,+
chr1,243623055,243625156,FABP7P1,.,-
chr1,243738820,243740921,ENSG00000232184,.,-
chr1,243792399,243794500,AKT3-IT1,.,-
chr1,243849078,243851179,AKT3,.,-
chr1,243915401,243917502,LINC02774,.,+
chr1,244046244,244048345,ENSG00000289055,.,-
chr1,244046546,244048647,ZBTB18,.,+
chr1,244062329,244064430,ENSG00000279774,.,+
chr1,244085305,244087406,ENSG00000286486,.,+
chr1,244091025,244093126,ENSG00000229960,.,-
chr1,244101931,244104032,RN7SL148P,.,+
chr1,244105364,244107465,ENSG00000237759,.,+
chr1,244185558,244187659,ENSG00000287531,.,-
chr1,244323178,244325279,ENSG00000289439,.,-
chr1,244350634,244352735,C1orf100,.,+
chr1,244393659,244395760,TGIF2P1,.,-
chr1,244407591,244409692,ENSG00000240963,.,-
chr1,244449908,244452009,ADSS2,.,-
chr1,244452376,244454477,CATSPERE,.,+
chr1,244596686,244598787,CYCSP5,.,-
chr1,244651102,244653203,DESI2,.,+
chr1,244692719,244694820,ENSG00000232059,.,-
chr1,244729014,244731115,ENSG00000284188,.,-
chr1,244729023,244731124,ENSG00000282317,.,+
chr1,244833010,244835111,ENSG00000287601,.,-
chr1,244833615,244835716,COX20,.,+
chr1,244861781,244863882,ENSG00000273175,.,+
chr1,244862559,244864660,HNRNPU,.,-
chr1,244941909,244944010,RN7SKP55,.,+
chr1,244952857,244954958,RNU6-947P,.,+
chr1,244967681,244969782,EFCAB2,.,+
chr1,244969087,244971188,ENSG00000272195,.,-
chr1,245021014,245023115,RNU6-1089P,.,+
chr1,245041927,245044028,RNU6-999P,.,+
chr1,245122449,245124550,ENSG00000223353,.,-
chr1,245132089,245134190,RNU1-132P,.,-
chr1,245152984,245155085,KIF26B,.,+
chr1,245232500,245234601,KIF26B-AS1,.,-
chr1,245281088,245283189,DNAJC19P8,.,-
chr1,245613144,245615245,ENSG00000238224,.,-
chr1,245674477,245676578,ENSG00000231612,.,-
chr1,246023896,246025997,ENSG00000235096,.,+
chr1,246106625,246108726,SMYD3-AS1,.,+
chr1,246176777,246178878,CHCHD4P5,.,+
chr1,246187117,246189218,RNU6-1283P,.,-
chr1,246320437,246322538,SMYD3-IT1,.,-
chr1,246424118,246426219,Y_RNA,.,-
chr1,246505311,246507412,SMYD3,.,-
chr1,246520591,246522692,ENSG00000227728,.,-
chr1,246522286,246524387,LINC01743,.,-
chr1,246525029,246527130,ENSG00000230813,.,+
chr1,246526840,246528941,ENSG00000229112,.,-
chr1,246564260,246566361,TFB2M,.,-
chr1,246564443,246566544,CNST,.,+
chr1,246603872,246605973,ENSG00000225300,.,+
chr1,246630477,246632578,RPL7AP82,.,-
chr1,246680107,246682208,ENSG00000260698,.,+
chr1,246688046,246690147,ENSG00000235021,.,+
chr1,246722408,246724509,SCCPDH,.,+
chr1,246753831,246755932,RPL35AP6,.,-
chr1,246770300,246772401,ENSG00000260855,.,+
chr1,246773879,246775980,LINC01341,.,+
chr1,246816075,246818176,ENSG00000235386,.,+
chr1,246831528,246833629,ENSG00000252011,.,-
chr1,246837610,246839711,KIF28P,.,-
chr1,246929947,246932048,AHCTF1,.,-
chr1,247006092,247008193,ZNF695,.,-
chr1,247013067,247015168,ENSG00000236775,.,+
chr1,247040790,247042891,ENSG00000215796,.,+
chr1,247076810,247078911,ZNF670-ZNF695,.,-
chr1,247076810,247078911,ZNF670,.,-
chr1,247084066,247086167,ENSG00000228982,.,-
chr1,247102371,247104472,ZNF669,.,-
chr1,247103404,247105505,ENSG00000286747,.,+
chr1,247110416,247112517,LINC02897,.,-
chr1,247117668,247119769,FGFR3P6,.,+
chr1,247170019,247172120,ZNF124,.,-
chr1,247173255,247175356,ENSG00000224014,.,+
chr1,247183481,247185582,ENSG00000215795,.,-
chr1,247186525,247188626,ENSG00000259865,.,-
chr1,247187724,247189825,ENSG00000290124,.,-
chr1,247200059,247202160,MIR3916,.,-
chr1,247202660,247204761,RNA5SP82,.,-
chr1,247208855,247210956,ZNF731P,.,-
chr1,247227939,247230040,ENSG00000214144,.,+
chr1,247235956,247238057,VN1R17P,.,-
chr1,247239822,247241923,ENSG00000232347,.,-
chr1,247253971,247256072,VN1R5,.,+
chr1,247271384,247273485,ENSG00000289566,.,+
chr1,247292834,247294935,Y_RNA,.,+
chr1,247329866,247331967,ZNF496,.,-
chr1,247330053,247332154,ZNF496-DT,.,+
chr1,247330330,247332431,ENSG00000289728,.,+
chr1,247346075,247348176,ENSG00000286216,.,-
chr1,247414155,247416256,NLRP3,.,+
chr1,247456104,247458205,OR2B11,.,-
chr1,247486092,247488193,OR2W5P,.,+
chr1,247505057,247507158,GCSAML,.,+
chr1,247534439,247536540,OR2C3,.,-
chr1,247586359,247588460,OR2G2,.,+
chr1,247603585,247605686,OR2G3,.,+
chr1,247605200,247607301,U6,.,-
chr1,247615142,247617243,OR14L1P,.,+
chr1,247637629,247639730,ENSG00000235749,.,+
chr1,247638853,247640954,ENSG00000236817,.,-
chr1,247664886,247666987,OR3D1P,.,+
chr1,247677738,247679839,OR13G1,.,-
chr1,247714645,247716746,OR6F1,.,-
chr1,247721763,247723864,ENSG00000239395,.,-
chr1,247722042,247724143,OR14A2,.,-
chr1,247736614,247738715,OR14K1,.,+
chr1,247758555,247760656,OR1C1,.,-
chr1,247768168,247770269,OR9H1P,.,+
chr1,247822118,247824219,OR14A16,.,-
chr1,247825485,247827586,HSD17B7P1,.,+
chr1,247832287,247834388,OR6R1P,.,-
chr1,247839895,247841996,OR11L1,.,-
chr1,247855186,247857287,TRIM58,.,+
chr1,247893586,247895687,OR2W3,.,+
chr1,247918251,247920352,OR2T8,.,+
chr1,247922888,247924989,OR2AJ1,.,+
chr1,247935141,247937242,ENSG00000289367,.,+
chr1,247935512,247937613,CLK3P2,.,-
chr1,247936972,247939073,OR2X1P,.,+
chr1,247946857,247948958,OR2L8,.,+
chr1,247963232,247965333,OR2AK2,.,+
chr1,247972740,247974841,OR2L9P,.,+
chr1,247978871,247980972,OR2L1P,.,+
chr1,247994999,247997100,Y_RNA,.,+
chr1,248001128,248003229,OR2L6P,.,+
chr1,248011659,248013760,OR2L5,.,+
chr1,248027119,248029220,Y_RNA,.,+
chr1,248028069,248030170,OR2L2,.,+
chr1,248043787,248045888,Y_RNA,.,+
chr1,248044835,248046936,OR2L3,.,+
chr1,248085521,248087622,OR2T32P,.,-
chr1,248093183,248095284,OR2L13,.,+
chr1,248119931,248122032,OR2M1P,.,+
chr1,248143147,248145248,OR2M5,.,+
chr1,248172820,248174921,OR2M2,.,+
chr1,248195264,248197365,OR2M3,.,+
chr1,248229416,248231517,OR2M4,.,+
chr1,248275975,248278076,OR2T33,.,-
chr1,248301423,248303524,OR2T12,.,-
chr1,248322567,248324668,OR2M7,.,-
chr1,248346774,248348875,OR14C36,.,+
chr1,248359664,248361765,OR2T4,.,+
chr1,248373745,248375846,OR2T6,.,+
chr1,248401047,248403148,OR2T1,.,+
chr1,248434358,248436459,OR2T7,.,+
chr1,248443511,248445612,OR2T2,.,+
chr1,248471350,248473451,OR2T3,.,+
chr1,248483483,248485584,ENSG00000229255,.,-
chr1,248486588,248488689,OR2T5,.,+
chr1,248496307,248498408,OR2AS2P,.,+
chr1,248506072,248508173,OR2G6,.,+
chr1,248546755,248548856,ENSG00000224521,.,+
chr1,248547761,248549862,OR2AS1P,.,-
chr1,248560771,248562872,OR2T29,.,-
chr1,248572756,248574857,OR2T34,.,-
chr1,248593032,248595133,Y_RNA,.,-
chr1,248595699,248597800,OR2T10,.,-
chr1,248599415,248601516,ENSG00000271701,.,+
chr1,248633090,248635191,OR2T11,.,-
chr1,248643277,248645378,OR2T35,.,-
chr1,248653527,248655628,OR2T27,.,-
chr1,248680327,248682428,OR14I1,.,-
chr1,248689759,248691860,LYPD9P,.,+
chr1,248706201,248708302,ENSG00000276520,.,+
chr1,248720200,248722301,AHCYP8,.,-
chr1,248746348,248748449,ENSG00000286015,.,-
chr1,248753758,248755859,LYPD8,.,-
chr1,248771791,248773892,DPY19L4P1,.,-
chr1,248823914,248826015,SH3BP5L,.,-
chr1,248824376,248826477,MIR3124,.,+
chr1,248836209,248838310,ZNF672,.,+
chr1,248857143,248859244,ZNF692,.,-
chr1,248857163,248859264,ZNF692-DT,.,+
chr1,248904195,248906296,PGBD2,.,+
chr1,248910794,248912895,RNU6-1205P,.,-
chr1,248934580,248936681,RPL23AP25,.,+
chr10,18929,21030,ENSG00000260370,.,-
chr10,42711,44812,ENSG00000237297,.,+
chr10,72162,74263,TUBB8,.,-
chr10,84264,86365,IL9RP2,.,-
chr10,132464,134565,ZMYND11,.,+
chr10,146750,148851,ENSG00000276662,.,-
chr10,152942,155043,RNA5SP297,.,-
chr10,280124,282225,RNA5SP298,.,-
chr10,428503,430604,RN7SL754P,.,-
chr10,435560,437661,ENSG00000233021,.,+
chr10,626619,628720,ENSG00000225140,.,+
chr10,639777,641878,MIR5699,.,-
chr10,647947,650048,DIP2C-AS1,.,+
chr10,687667,689768,DIP2C,.,-
chr10,741991,744092,ENSG00000231601,.,+
chr10,929820,931921,LARP4B,.,-
chr10,931025,933126,LARP4B-DT,.,+
chr10,986340,988441,ENSG00000205740,.,-
chr10,986433,988534,GTPBP4,.,+
chr10,1020617,1022718,IDI2-AS1,.,+
chr10,1023858,1025959,IDI2,.,-
chr10,1047118,1049219,IDI1,.,-
chr10,1047537,1049638,WDR37,.,+
chr10,1157767,1159868,LINC00200,.,+
chr10,1206388,1208489,ENSG00000287043,.,-
chr10,1291001,1293102,ENSG00000282390,.,-
chr10,1359636,1361737,ENSG00000233052,.,-
chr10,1524636,1526737,ADARB2-AS1,.,+
chr10,1735524,1737625,ADARB2,.,-
chr10,1955588,1957689,ENSG00000287653,.,+
chr10,2013004,2015105,LINC00700,.,-
chr10,2057482,2059583,ENSG00000289427,.,-
chr10,2069844,2071945,ENSG00000226694,.,+
chr10,2074088,2076189,MIR6072,.,-
chr10,2096166,2098267,RNU6-889P,.,+
chr10,2148479,2150580,ENSG00000227912,.,+
chr10,2187511,2189612,LINC02662,.,-
chr10,2197386,2199487,RNU6-576P,.,+
chr10,2313074,2315175,LINC00701,.,-
chr10,2497720,2499821,ENSG00000237500,.,+
chr10,2499599,2501700,ENSG00000235281,.,+
chr10,2500199,2502300,LINC02645,.,-
chr10,2726266,2728367,ENSG00000286858,.,-
chr10,2934020,2936121,ENSG00000231743,.,+
chr10,3007975,3010076,ENSG00000234182,.,+
chr10,3045082,3047183,ENSG00000287560,.,-
chr10,3050102,3052203,ENSG00000289597,.,+
chr10,3064000,3066101,PFKP-DT,.,-
chr10,3064332,3066433,PFKP,.,+
chr10,3132565,3134666,ENSG00000278419,.,+
chr10,3139631,3141732,PITRM1-AS1,.,+
chr10,3170840,3172941,PITRM1,.,-
chr10,3208665,3210766,ENSG00000288566,.,-
chr10,3221815,3223916,ENSG00000236968,.,+
chr10,3256896,3258997,LINC02668,.,-
chr10,3261345,3263446,ENSG00000227338,.,+
chr10,3275648,3277749,ENSG00000288657,.,-
chr10,3294337,3296438,ENSG00000287428,.,+
chr10,3395504,3397605,ENSG00000286610,.,+
chr10,3422562,3424663,ENSG00000289882,.,-
chr10,3465703,3467804,ENSG00000289994,.,+
chr10,3500914,3503015,LINC02669,.,-
chr10,3554313,3556414,ENSG00000236892,.,-
chr10,3746965,3749066,ENSG00000229672,.,+
chr10,3765914,3768015,ENSG00000228353,.,+
chr10,3783280,3785381,KLF6,.,-
chr10,3783550,3785651,ENSG00000288755,.,+
chr10,3807834,3809935,ENSG00000287175,.,+
chr10,3831949,3834050,LINC02639,.,+
chr10,3909888,3911989,LINC02660,.,+
chr10,3989159,3991260,MIR6078,.,+
chr10,4022902,4025003,ENSG00000227101,.,+
chr10,4049725,4051826,ENSG00000236990,.,+
chr10,4241911,4244012,LINC00702,.,-
chr10,4382245,4384346,LINC00703,.,+
chr10,4424178,4426279,ENSG00000230096,.,-
chr10,4435101,4437202,ENSG00000287246,.,+
chr10,4495448,4497549,ENSG00000286687,.,+
chr10,4512951,4515052,RNU6-163P,.,+
chr10,4653426,4655527,LINC00705,.,+
chr10,4676215,4678316,MANCR,.,-
chr10,4783099,4785200,ENSG00000287023,.,-
chr10,4784628,4786729,AKR1E2,.,+
chr10,4889974,4892075,AKR1C6P,.,-
chr10,4960567,4962668,U8,.,-
chr10,4961252,4963353,AKR1C1,.,+
chr10,4993487,4995588,ENSG00000224251,.,+
chr10,5002709,5004810,U8,.,+
chr10,5016030,5018131,AKR1C2,.,-
chr10,5033353,5035454,AKR1C3,.,+
chr10,5091542,5093643,U8,.,-
chr10,5133225,5135326,AKR1C5P,.,-
chr10,5183186,5185287,AKR1C8,.,-
chr10,5193461,5195562,AKR1C4,.,+
chr10,5205168,5207269,ARL4AP3,.,+
chr10,5215013,5217114,ENSG00000287848,.,-
chr10,5232357,5234458,ENSG00000231039,.,+
chr10,5269235,5271336,LINC02561,.,-
chr10,5286469,5288570,AKR1C7P,.,-
chr10,5302864,5304965,RPL26P28,.,-
chr10,5344650,5346751,ENSG00000280450,.,+
chr10,5362965,5365066,UCN3,.,+
chr10,5402827,5404928,TUBAL3,.,-
chr10,5410556,5412657,NET1,.,+
chr10,5491847,5493948,ENSG00000288922,.,-
chr10,5497569,5499670,CALML5,.,-
chr10,5522960,5525061,CALML3,.,+
chr10,5523741,5525842,ENSG00000256462,.,-
chr10,5524245,5526346,CALML3-AS1,.,-
chr10,5552328,5554429,ENSG00000287566,.,-
chr10,5564880,5566981,ENSG00000287235,.,-
chr10,5622930,5625031,ENSG00000228685,.,+
chr10,5629462,5631563,RN7SL445P,.,+
chr10,5630565,5632666,LASTR,.,-
chr10,5664594,5666695,ASB13,.,-
chr10,5682730,5684831,TASOR2,.,+
chr10,5742066,5744167,ENSG00000226647,.,-
chr10,5774070,5776171,NRBF2P5,.,+
chr10,5811984,5814085,ENSG00000272764,.,+
chr10,5840131,5842232,GDI2,.,-
chr10,5860593,5862694,RPL12P28,.,-
chr10,5887905,5890006,ANKRD16,.,-
chr10,5888202,5890303,FBH1,.,+
chr10,5943899,5946000,ENSG00000232807,.,-
chr10,5976186,5978287,IL15RA,.,-
chr10,6015193,6017294,ENSG00000251922,.,-
chr10,6023977,6026078,ENSG00000229664,.,+
chr10,6060369,6062470,IL2RA,.,-
chr10,6069917,6072018,RPL32P23,.,-
chr10,6087033,6089134,RBM17,.,+
chr10,6142933,6145034,PFKFB3,.,+
chr10,6147622,6149723,RN7SKP78,.,+
chr10,6150195,6152296,MIR3155A,.,+
chr10,6150261,6152362,MIR3155B,.,-
chr10,6200692,6202793,ENSG00000213994,.,-
chr10,6243830,6245931,Y_RNA,.,-
chr10,6269168,6271269,LINC02649,.,+
chr10,6292683,6294784,SDCBPP1,.,-
chr10,6348315,6350416,LINC02656,.,+
chr10,6381082,6383183,ENSG00000289934,.,-
chr10,6490481,6492582,ENSG00000288915,.,+
chr10,6578300,6580401,PRKCQ,.,-
chr10,6578418,6580519,PRKCQ-AS1,.,+
chr10,6616715,6618816,LINC02648,.,+
chr10,6680512,6682613,ENSG00000285743,.,+
chr10,6707529,6709630,LINP1,.,+
chr10,6733794,6735895,ENSG00000289892,.,-
chr10,6735417,6737518,ENSG00000285988,.,+
chr10,6777179,6779280,LINC00706,.,-
chr10,6777548,6779649,LINC00707,.,+
chr10,6777607,6779708,ENSG00000285845,.,+
chr10,7094215,7096316,LINC02665,.,+
chr10,7116468,7118569,ENSG00000287277,.,-
chr10,7152119,7154220,ENSG00000270811,.,+
chr10,7293289,7295390,COX6CP17,.,-
chr10,7409487,7411588,SFMBT2,.,-
chr10,7409598,7411699,ENSG00000278982,.,+
chr10,7410618,7412719,ENSG00000289239,.,-
chr10,7470039,7472140,LINC02642,.,-
chr10,7484808,7486909,RNU6-535P,.,-
chr10,7531206,7533307,ENSG00000230121,.,+
chr10,7664997,7667098,ITIH5,.,-
chr10,7701315,7703416,ITIH2,.,+
chr10,7785992,7788093,KIN,.,-
chr10,7786146,7788247,ATP5F1C,.,+
chr10,7816496,7818597,TAF3,.,+
chr10,7831956,7834057,ENSG00000233990,.,-
chr10,8043377,8045478,GATA3,.,+
chr10,8049540,8051641,ENSG00000232638,.,+
chr10,8051483,8053584,GATA3-AS1,.,-
chr10,8159259,8161360,PRPF38AP1,.,+
chr10,8179652,8181753,ENSG00000289897,.,-
chr10,8266341,8268442,LINC00708,.,-
chr10,8296896,8298997,ENSG00000226861,.,+
chr10,8398859,8400960,ENSG00000226990,.,+
chr10,8470718,8472819,ENSG00000271251,.,+
chr10,8513105,8515206,KRT8P37,.,-
chr10,8617932,8620033,CHCHD3P1,.,+
chr10,8654830,8656931,RNA5SP299,.,-
chr10,8722009,8724110,ENSG00000270234,.,+
chr10,8895988,8898089,LINC02676,.,+
chr10,8968124,8970225,ENSG00000223808,.,+
chr10,9273832,9275933,LINC00709,.,+
chr10,9307771,9309872,ENSG00000287120,.,-
chr10,9722415,9724516,HSP90AB7P,.,-
chr10,9876059,9878160,LINC02663,.,-
chr10,10056721,10058822,LINC02670,.,+
chr10,10172229,10174330,ELOCP3,.,+
chr10,10230610,10232711,Y_RNA,.,+
chr10,10255465,10257566,CUX2P1,.,-
chr10,10335875,10337976,ENSG00000286439,.,-
chr10,10364486,10366587,ENSG00000234306,.,-
chr10,10392669,10394770,ENSG00000279575,.,+
chr10,10398339,10400440,ENSG00000287309,.,+
chr10,10460360,10462461,CELF2-DT,.,-
chr10,10460472,10462573,ENSG00000289328,.,+
chr10,10504670,10506771,ENSG00000289363,.,+
chr10,10774660,10776761,ENSG00000228997,.,-
chr10,10793046,10795147,SFTA1P,.,-
chr10,10796396,10798497,CELF2,.,+
chr10,10950233,10952334,LINC00710,.,-
chr10,10958147,10960248,ENSG00000231496,.,+
chr10,11009118,11011219,ENSG00000228027,.,-
chr10,11028867,11030968,ENSG00000229206,.,-
chr10,11103772,11105873,CELF2-AS2,.,-
chr10,11169375,11171476,ENSG00000230322,.,-
chr10,11317883,11319984,CELF2-AS1,.,-
chr10,11393807,11395908,ENSG00000280086,.,+
chr10,11609304,11611405,USP6NL-AS1,.,+
chr10,11609665,11611766,USP6NL,.,-
chr10,11677674,11679775,ENSG00000271046,.,+
chr10,11740365,11742466,ECHDC3,.,+
chr10,11821338,11823439,PROSER2,.,+
chr10,11892699,11894800,PROSER2-AS1,.,-
chr10,11896549,11898650,ENSG00000289920,.,-
chr10,11921180,11923281,RNU6-1095P,.,+
chr10,12041169,12043270,UPF2,.,-
chr10,12066953,12069054,DHTKD1,.,+
chr10,12114378,12116479,RNU6-88P,.,-
chr10,12127636,12129737,SEC61A2,.,+
chr10,12128815,12130916,MIR548AK,.,-
chr10,12193964,12196065,CDC123,.,+
chr10,12194143,12196244,NUDT5,.,-
chr10,12245844,12247945,ENSG00000228302,.,-
chr10,12326388,12328489,RN7SL198P,.,-
chr10,12347546,12349647,CAMK1D,.,+
chr10,12348694,12350795,ENSG00000289395,.,-
chr10,12413927,12416028,ENSG00000252438,.,+
chr10,12454482,12456583,RNU6ATAC39P,.,+
chr10,12561150,12563251,ENSG00000285994,.,+
chr10,12576752,12578853,MIR4480,.,+
chr10,12651196,12653297,MIR4481,.,-
chr10,12723352,12725453,MIR548Q,.,-
chr10,12875458,12877559,ENSG00000285520,.,+
chr10,12922784,12924885,RNA5SP300,.,-
chr10,13056675,13058776,RPL5P25,.,-
chr10,13097448,13099549,OPTN,.,+
chr10,13097651,13099752,CCDC3,.,-
chr10,13097967,13100068,ENSG00000289266,.,-
chr10,13102792,13104893,SNRPGP5,.,-
chr10,13137532,13139633,ENSG00000234175,.,-
chr10,13140976,13143077,ENSG00000228330,.,-
chr10,13156135,13158236,BTBD7P1,.,-
chr10,13157776,13159877,RPL36AP36,.,-
chr10,13159557,13161658,MCM10,.,+
chr10,13215268,13217369,RNU6-6P,.,+
chr10,13232373,13234474,UCMA,.,-
chr10,13300411,13302512,PHYH,.,-
chr10,13306446,13308547,RBISP1,.,-
chr10,13346297,13348398,SEPHS1,.,-
chr10,13346399,13348500,ENSG00000289585,.,+
chr10,13389346,13391447,ENSG00000286514,.,+
chr10,13413201,13415302,ENSG00000233256,.,+
chr10,13509312,13511413,Y_RNA,.,-
chr10,13526515,13528616,BEND7-DT,.,+
chr10,13527013,13529114,BEND7,.,-
chr10,13584938,13587039,PRPF18,.,+
chr10,13590322,13592423,RPL6P24,.,-
chr10,13673645,13675746,ENSG00000273474,.,+
chr10,13708414,13710515,ENSG00000225112,.,+
chr10,13725795,13727896,RNA5SP301,.,+
chr10,13727382,13729483,ENSG00000234091,.,+
chr10,13868796,13870897,NUTF2P5,.,+
chr10,13989814,13991915,ENSG00000229751,.,+
chr10,14072283,14074384,ENSG00000235410,.,+
chr10,14370000,14372101,ENSG00000285671,.,+
chr10,14381276,14383377,MIR4293,.,-
chr10,14389874,14391975,Metazoa_SRP,.,+
chr10,14434575,14436676,MIR1265,.,+
chr10,14460141,14462242,FRMD4A,.,-
chr10,14650688,14652789,ENSG00000236495,.,+
chr10,14661493,14663594,RNA5SP302,.,-
chr10,14722054,14724155,RPSAP7,.,-
chr10,14772896,14774997,FAM107B,.,-
chr10,14836301,14838402,ENSG00000284024,.,+
chr10,14836305,14838406,HSPA14,.,+
chr10,14836574,14838675,CDNF,.,-
chr10,14876726,14878827,SUV39H2-DT,.,-
chr10,14876819,14878920,SUV39H2,.,+
chr10,14952431,14954532,DCLRE1C,.,-
chr10,14957387,14959488,MEIG1,.,+
chr10,14985514,14987615,OR7E110P,.,-
chr10,14998054,15000155,OR7E26P,.,-
chr10,15006883,15008984,OR7E115P,.,-
chr10,15019862,15021963,DCLRE1CP1,.,-
chr10,15030226,15032327,OLAH,.,+
chr10,15086775,15088876,ACBD7,.,-
chr10,15091610,15093711,GAPDHP45,.,-
chr10,15095179,15097280,RPP38,.,+
chr10,15095318,15097419,RPP38-DT,.,-
chr10,15153319,15155420,PPIAP30,.,-
chr10,15166692,15168793,NMT2,.,-
chr10,15169277,15171378,ENSG00000228181,.,-
chr10,15235491,15237592,ENSG00000232739,.,+
chr10,15369288,15371389,FAM171A1,.,-
chr10,15717921,15720022,ITGA8,.,-
chr10,15858506,15860607,MINDY3,.,-
chr10,16003807,16005908,ENSG00000252537,.,+
chr10,16069808,16071909,FTLP19,.,-
chr10,16205926,16208027,RNU6-1075P,.,-
chr10,16274870,16276971,LINC02654,.,+
chr10,16434942,16437043,PTER,.,+
chr10,16474002,16476103,RNU2-18P,.,+
chr10,16519713,16521814,ENSG00000287925,.,+
chr10,16519878,16521979,C1QL3,.,-
chr10,16746376,16748477,ENSG00000225213,.,-
chr10,16765234,16767335,ENSG00000275001,.,+
chr10,16815462,16817563,RSU1,.,-
chr10,16815698,16817799,ENSG00000286958,.,+
chr10,17127810,17129911,CUBN,.,-
